Date,Region,Product Category,Sales Channel,Revenue_USD,COGS_USD,Budget_Target,CSAT,Discount_Percent
2024-03-15,APAC,Consulting,Online,51869,23283,54946,3.5,11
2024-03-23,APAC,Cloud Services,Partner,352951,158761,384135,4.6,0
2024-07-06,EMEA,Cloud Services,Partner,187164,104490,174867,4.7,14
2025-09-23,EMEA,Hardware,Online,243077,86372,246648,3.8,4
2025-06-16,APAC,Enterprise Software,Online,492616,285285,550053,4.3,8
2025-03-21,EMEA,Cloud Services,Partner,35235,17161,32430,4.0,13
2024-01-22,EMEA,Hardware,Direct,197450,95085,177228,4.8,1
2024-12-19,APAC,Hardware,Direct,579334,292403,492457,4.3,0
2024-06-02,EMEA,Consulting,Partner,299061,108319,254544,3.9,7
2024-06-05,LATAM,Hardware,Direct,29008,15631,31990,4.0,10
2025-09-03,EMEA,Hardware,Online,446364,221755,508508,3.6,5
2025-11-28,APAC,Cloud Services,Direct,334512,144571,354969,3.5,11
2024-01-23,North America,Enterprise Software,Online,25372,8073,27358,4.9,4
2025-03-06,North America,Cloud Services,Direct,88356,32820,92176,3.6,3
2024-04-10,EMEA,Consulting,Online,160043,74690,146065,4.1,2
2024-08-23,North America,Consulting,Online,489208,244138,536491,4.8,12
2025-06-11,North America,Enterprise Software,Partner,498906,172598,456360,4.5,5
2024-06-21,North America,Cloud Services,Direct,28135,11774,30148,4.0,7
2024-05-28,LATAM,Consulting,Partner,326480,189488,281720,4.5,3
2024-02-18,EMEA,Cloud Services,Partner,459076,184358,423528,4.9,4
2025-02-01,EMEA,Hardware,Direct,192885,102228,205896,4.8,5
2025-01-12,LATAM,Cloud Services,Partner,448080,210384,416793,3.8,3
2025-08-26,EMEA,Consulting,Online,471354,181873,417648,3.9,14
2025-05-15,North America,Enterprise Software,Online,79561,40382,76499,3.5,6
2025-07-08,North America,Consulting,Direct,325014,114366,278562,4.8,3
2024-08-12,APAC,Enterprise Software,Direct,250853,132732,218168,3.8,10
2025-09-01,EMEA,Consulting,Direct,43870,26525,49894,4.9,11
2025-10-06,LATAM,Consulting,Partner,267354,122879,289565,3.8,14
2024-03-30,LATAM,Hardware,Partner,349384,127120,330008,3.9,9
2025-04-05,North America,Consulting,Online,279150,119798,305099,4.9,11
2024-04-11,LATAM,Cloud Services,Direct,28990,12050,25182,3.7,14
2024-01-05,LATAM,Consulting,Direct,188634,108222,214548,4.3,7
2024-01-15,LATAM,Enterprise Software,Partner,245796,148246,229182,4.7,13
2024-07-28,EMEA,Cloud Services,Partner,339612,188238,334063,3.8,2
2024-08-22,LATAM,Enterprise Software,Direct,497151,189940,549916,3.9,10
2025-08-04,North America,Consulting,Online,297995,151380,338494,4.3,15
2024-11-27,APAC,Enterprise Software,Direct,335905,185141,307080,3.5,2
2025-01-24,LATAM,Consulting,Online,297516,152770,315216,4.1,10
2025-03-25,EMEA,Hardware,Direct,422009,226618,388084,4.2,15
2025-08-15,APAC,Consulting,Partner,97893,46433,83564,3.5,12
2025-09-04,LATAM,Consulting,Partner,291854,176916,318828,3.8,10
2025-07-20,LATAM,Consulting,Online,168485,90014,163570,4.8,4
2024-06-21,EMEA,Consulting,Direct,50695,15412,43773,4.6,1
2025-02-07,North America,Cloud Services,Online,378226,176514,352757,4.4,0
2025-11-15,LATAM,Enterprise Software,Direct,258922,104866,238757,3.8,1
2025-02-07,LATAM,Hardware,Partner,415818,164027,381973,4.9,10
2024-10-04,EMEA,Consulting,Direct,167608,65744,170792,4.1,4
2025-08-10,EMEA,Hardware,Online,76668,27360,84622,4.1,14
2025-04-06,LATAM,Hardware,Partner,411491,191198,375007,3.9,14
2025-01-02,APAC,Consulting,Online,417085,179841,400112,3.9,11
2025-02-24,North America,Hardware,Online,386087,142563,366650,4.5,10
2025-06-19,LATAM,Cloud Services,Online,157745,75246,136231,3.9,8
2025-08-03,APAC,Cloud Services,Direct,198221,122103,193259,4.3,8
2024-12-22,North America,Cloud Services,Online,461248,279964,452597,4.8,5
2024-12-07,APAC,Consulting,Partner,193845,84479,188956,4.6,14
2024-11-01,EMEA,Cloud Services,Direct,426280,234247,409775,4.9,2
2025-07-04,LATAM,Consulting,Partner,38884,16829,40762,3.6,5
2024-07-20,LATAM,Hardware,Partner,88077,47151,91470,4.2,8
2025-07-13,LATAM,Hardware,Direct,261514,115058,283538,4.6,4
2025-07-16,LATAM,Enterprise Software,Direct,367246,207968,332011,3.6,7
2024-07-16,North America,Hardware,Online,23689,8453,22584,3.5,6
2025-11-11,North America,Enterprise Software,Direct,72021,29561,64617,3.7,5
2025-07-14,LATAM,Consulting,Online,102268,45734,96499,4.2,6
2024-04-09,LATAM,Consulting,Partner,313472,115780,278148,4.7,2
2024-09-26,EMEA,Enterprise Software,Online,482963,182976,489690,5.0,12
2024-12-04,North America,Enterprise Software,Direct,373605,138685,337655,4.7,15
2025-04-27,APAC,Consulting,Online,304442,114276,320621,4.4,9
2025-05-28,LATAM,Cloud Services,Online,227400,133422,214633,4.9,4
2025-09-17,LATAM,Hardware,Online,283586,149661,254899,3.8,1
2024-01-12,EMEA,Enterprise Software,Online,102036,32600,99909,4.8,0
2024-03-09,EMEA,Consulting,Online,95024,50359,100085,3.6,15
2025-07-12,APAC,Consulting,Direct,56220,22744,58451,3.8,3
2025-02-06,LATAM,Cloud Services,Direct,244231,127645,227842,4.1,3
2025-07-22,LATAM,Cloud Services,Partner,114092,64369,130202,3.7,9
2024-11-13,North America,Enterprise Software,Partner,382185,183135,364588,4.1,3
2025-01-21,EMEA,Cloud Services,Direct,220722,100896,233288,3.7,11
2025-03-14,APAC,Hardware,Direct,470270,277224,460447,4.5,5
2025-02-06,LATAM,Hardware,Online,157265,68176,166879,4.1,13
2024-10-09,EMEA,Enterprise Software,Direct,263279,120653,243495,3.5,8
2025-03-27,North America,Hardware,Partner,483048,209798,441469,4.9,9
2024-09-04,EMEA,Consulting,Partner,94381,40938,91142,4.9,11
2024-05-16,LATAM,Hardware,Direct,116121,45087,120205,4.6,3
2024-09-18,LATAM,Cloud Services,Direct,92289,45214,81010,4.6,10
2024-05-06,North America,Consulting,Online,201758,95972,215282,3.5,3
2024-09-04,LATAM,Enterprise Software,Online,101176,41253,92192,4.5,9
2024-05-30,APAC,Consulting,Online,375567,195748,321013,3.6,14
2024-10-22,APAC,Enterprise Software,Partner,299730,133074,315274,3.6,13
2024-10-30,APAC,Cloud Services,Partner,167221,63728,188928,4.3,14
2025-11-16,APAC,Cloud Services,Partner,369232,144231,371607,3.6,6
2025-05-04,North America,Enterprise Software,Direct,432277,198199,402301,4.1,10
2025-11-24,North America,Enterprise Software,Partner,153927,74453,159941,3.9,10
2024-07-06,EMEA,Cloud Services,Partner,140299,85413,153967,3.9,14
2024-05-18,EMEA,Enterprise Software,Direct,98835,58821,98570,4.9,6
2024-07-25,North America,Hardware,Online,23261,9617,21587,3.7,5
2025-10-06,North America,Cloud Services,Direct,321537,127274,353030,4.2,6
2024-03-09,North America,Consulting,Online,495687,226694,474405,4.0,9
2024-02-21,LATAM,Enterprise Software,Direct,252998,89020,287366,4.0,13
2024-06-25,EMEA,Cloud Services,Online,414303,139592,361807,4.7,4
2024-02-08,EMEA,Enterprise Software,Partner,233492,115944,230819,4.1,0
2025-12-26,North America,Enterprise Software,Online,328612,183439,347732,3.8,6
2024-02-14,North America,Hardware,Direct,489681,190133,491874,3.7,4
2024-10-15,EMEA,Enterprise Software,Partner,434170,230778,415188,3.7,2
2025-11-04,North America,Cloud Services,Online,495581,294712,479380,3.9,6
2025-01-16,LATAM,Consulting,Online,280472,112705,311727,4.5,14
2024-06-23,EMEA,Enterprise Software,Direct,494273,179342,513760,4.3,12
2024-07-23,LATAM,Enterprise Software,Direct,80463,42069,71841,4.5,12
2024-03-11,North America,Enterprise Software,Partner,202816,110069,203290,4.1,2
2025-07-27,North America,Hardware,Direct,133130,66773,148531,3.8,12
2025-01-14,LATAM,Enterprise Software,Partner,246187,112089,271011,4.7,8
2024-12-01,North America,Hardware,Online,570630,260507,572438,4.7,8
2025-03-04,APAC,Hardware,Online,79300,40415,86521,4.9,13
2025-07-13,EMEA,Consulting,Partner,61717,24259,68158,4.3,8
2024-02-18,North America,Cloud Services,Partner,278620,91174,256181,4.9,12
2024-11-18,APAC,Hardware,Partner,477149,213513,506727,4.1,15
2025-07-25,LATAM,Hardware,Partner,402670,137396,388080,4.7,10
2024-09-12,North America,Enterprise Software,Online,230283,85240,233628,3.6,1
2024-05-15,North America,Cloud Services,Partner,437876,177110,477679,4.3,15
2025-12-21,APAC,Enterprise Software,Online,591608,236243,533017,3.8,11
2024-08-07,EMEA,Enterprise Software,Partner,118944,53388,124443,4.8,14
2025-04-29,North America,Cloud Services,Partner,459449,220454,489276,3.9,11
2025-06-03,LATAM,Hardware,Direct,205623,115051,200987,4.9,12
2024-10-26,APAC,Hardware,Direct,325097,182673,319621,4.2,1
2024-11-13,LATAM,Enterprise Software,Partner,431669,231711,488528,4.5,8
2024-05-08,EMEA,Enterprise Software,Direct,271497,119841,252326,4.5,10
2024-07-25,LATAM,Consulting,Online,135814,50792,146964,4.6,5
2024-06-09,LATAM,Consulting,Direct,13748,7544,13398,4.8,14
2025-08-13,North America,Consulting,Partner,436673,232786,488801,4.8,15
2025-03-30,LATAM,Enterprise Software,Partner,392865,148345,429721,4.6,1
2025-07-03,LATAM,Hardware,Online,436940,169356,459782,3.5,14
2025-11-05,APAC,Hardware,Direct,487964,152075,545306,4.8,0
2025-05-22,LATAM,Enterprise Software,Online,436149,173889,452340,4.6,14
2025-11-25,APAC,Consulting,Online,427209,137764,416291,4.1,2
2024-12-04,North America,Consulting,Direct,97435,39763,102583,3.7,14
2025-10-26,LATAM,Consulting,Online,21094,10552,20280,4.4,7
2024-07-09,APAC,Enterprise Software,Online,294308,139430,326185,4.2,11
2025-11-08,North America,Cloud Services,Online,456751,169066,437900,4.8,10
2025-04-15,APAC,Enterprise Software,Direct,308326,130336,352192,3.6,8
2024-03-04,APAC,Consulting,Direct,159134,64044,156993,4.5,7
2024-04-02,EMEA,Cloud Services,Partner,447651,186711,474461,4.8,0
2024-04-27,LATAM,Cloud Services,Partner,209298,99511,203137,3.7,11
2025-03-13,EMEA,Hardware,Online,480165,238641,420321,4.4,12
2025-09-19,APAC,Consulting,Partner,481869,268222,534344,4.8,10
2024-06-03,North America,Hardware,Online,432984,235471,396123,4.5,2
2024-08-10,APAC,Enterprise Software,Online,430446,253653,409174,3.6,4
2025-09-22,LATAM,Enterprise Software,Direct,45903,15451,40189,4.1,9
2024-03-11,LATAM,Cloud Services,Partner,428554,252603,485429,3.6,3
2025-04-29,LATAM,Hardware,Direct,75149,24473,73790,3.9,8
2024-12-25,APAC,Cloud Services,Direct,445570,256245,413016,4.0,7
2025-09-28,North America,Consulting,Direct,316969,107937,343290,3.6,5
2025-01-10,APAC,Cloud Services,Partner,399150,159658,413186,3.7,6
2024-07-10,EMEA,Cloud Services,Partner,200359,115752,222923,4.2,15
2025-05-04,North America,Hardware,Partner,262084,132314,237767,4.0,7
2025-06-13,APAC,Consulting,Direct,97438,51041,98549,4.8,9
2024-02-01,North America,Consulting,Partner,431594,199043,462881,4.2,4
2025-03-03,EMEA,Hardware,Online,303624,171556,321707,4.1,1
2024-08-11,EMEA,Consulting,Direct,496252,225772,531422,4.3,4
2024-09-26,APAC,Cloud Services,Online,318295,125255,297231,3.7,8
2024-04-29,LATAM,Enterprise Software,Partner,64722,30728,62907,4.9,11
2025-08-30,North America,Cloud Services,Online,411479,239933,395992,4.7,13
2025-01-21,LATAM,Hardware,Direct,412234,187992,392156,5.0,14
2024-05-06,North America,Hardware,Partner,244196,112675,250711,4.6,9
2025-07-10,APAC,Cloud Services,Partner,214720,105865,197460,3.9,3
2024-09-29,LATAM,Cloud Services,Partner,81386,27720,84070,4.9,12
2024-04-20,APAC,Enterprise Software,Online,386036,142155,409486,4.4,0
2025-12-22,APAC,Enterprise Software,Partner,248973,97887,241344,4.7,12
2024-06-19,North America,Cloud Services,Direct,191871,80205,176141,4.5,6
2024-06-28,EMEA,Consulting,Online,481604,251618,532603,4.9,3
2025-01-01,North America,Consulting,Online,319066,171450,303368,4.2,1
2024-08-24,EMEA,Enterprise Software,Direct,234135,97707,241915,3.8,13
2024-05-18,APAC,Hardware,Online,294944,156001,310640,4.3,0
2025-02-10,LATAM,Cloud Services,Partner,23233,14038,25511,4.3,5
2024-08-20,North America,Hardware,Online,495514,299770,564116,4.5,7
2025-10-29,APAC,Enterprise Software,Partner,152482,79097,168406,4.9,7
2025-01-05,LATAM,Consulting,Partner,393152,203679,387917,4.5,10
2024-04-14,LATAM,Hardware,Partner,212834,113772,189991,4.0,9
2024-07-28,LATAM,Consulting,Direct,266446,150883,256255,4.9,11
2025-05-06,APAC,Enterprise Software,Online,316063,137625,282921,5.0,7
2025-06-20,APAC,Cloud Services,Online,338953,160227,355417,4.6,7
2024-12-25,EMEA,Hardware,Online,410312,137676,445295,4.2,9
2024-04-14,North America,Consulting,Partner,351678,121385,336566,4.6,1
2024-05-11,APAC,Consulting,Online,16511,7726,17648,4.9,0
2024-05-28,North America,Consulting,Direct,469379,261912,467381,3.7,5
2024-05-22,EMEA,Cloud Services,Partner,64195,36377,56810,4.3,8
2025-09-16,APAC,Consulting,Online,182502,78763,160922,4.8,3
2025-10-24,LATAM,Hardware,Partner,151449,50463,132490,3.9,8
2024-07-10,North America,Cloud Services,Direct,437700,220398,384147,4.4,6
2024-07-15,North America,Hardware,Partner,427216,258152,447558,4.3,7
2025-08-24,North America,Hardware,Online,432847,238120,422919,4.7,12
2025-09-06,APAC,Cloud Services,Direct,355783,208028,314764,3.5,14
2025-03-14,EMEA,Consulting,Direct,348030,154076,333330,4.7,8
2024-07-27,EMEA,Cloud Services,Online,487164,187210,462052,3.8,13
2025-10-18,EMEA,Enterprise Software,Partner,227516,129956,202916,4.4,13
2025-05-23,APAC,Enterprise Software,Direct,12462,6813,10655,4.5,4
2025-07-23,North America,Hardware,Direct,294697,143022,286541,3.7,14
2025-03-23,EMEA,Cloud Services,Direct,15368,8556,14165,4.3,12
2025-07-28,APAC,Hardware,Online,99424,49473,100935,4.1,2
2025-03-07,LATAM,Consulting,Direct,295052,97432,335969,4.2,0
2024-06-12,North America,Cloud Services,Partner,281487,152726,257585,3.9,13
2024-07-05,LATAM,Consulting,Partner,154771,86358,155619,4.6,12
2024-05-15,LATAM,Hardware,Online,69550,36311,76571,3.6,8
2025-01-05,APAC,Cloud Services,Direct,267336,136083,287578,4.3,15
2024-07-15,North America,Enterprise Software,Online,229707,81467,205342,4.7,1
2025-09-25,North America,Cloud Services,Direct,103078,55110,113722,4.2,5
2025-08-30,North America,Enterprise Software,Partner,199651,102308,172055,3.9,5
2025-10-12,APAC,Enterprise Software,Online,68819,26253,65635,4.5,0
2025-03-29,APAC,Cloud Services,Direct,292579,109720,272033,5.0,5
2025-05-29,North America,Consulting,Online,250909,118104,236192,3.8,0
2025-12-14,APAC,Enterprise Software,Online,263985,126430,297004,4.7,14
2024-08-24,LATAM,Consulting,Online,357160,124509,312600,4.1,9
2025-01-09,APAC,Enterprise Software,Direct,429149,181643,385764,3.9,2
2025-06-06,North America,Enterprise Software,Partner,358844,205029,329936,4.8,6
2024-04-30,EMEA,Cloud Services,Partner,555888,270234,477283,4.4,2
2024-09-18,North America,Consulting,Online,166078,102291,170480,4.1,14
2025-10-03,EMEA,Hardware,Online,389162,133376,374535,4.3,7
2024-01-12,North America,Cloud Services,Online,468768,262840,430246,4.7,14
2024-03-30,LATAM,Consulting,Partner,233068,85487,203947,3.8,14
2024-03-11,North America,Consulting,Direct,398388,208627,385787,4.3,12
2025-04-05,EMEA,Enterprise Software,Direct,134954,78168,125568,4.0,12
2024-08-11,LATAM,Cloud Services,Direct,379589,163431,361087,4.7,3
2025-03-02,EMEA,Cloud Services,Direct,401011,205488,355549,3.7,3
2025-07-03,EMEA,Consulting,Online,73928,28291,71643,3.7,15
2025-09-29,APAC,Enterprise Software,Partner,36553,19183,31960,5.0,3
2025-09-09,APAC,Hardware,Online,350130,162416,364615,5.0,8
2024-10-14,EMEA,Hardware,Partner,372811,139739,339428,4.9,15
2024-04-16,LATAM,Enterprise Software,Online,174726,65372,149366,4.7,4
2025-08-29,North America,Enterprise Software,Online,93291,50543,85183,4.6,15
2025-01-20,EMEA,Consulting,Online,442537,176947,488590,4.0,1
2025-05-04,APAC,Enterprise Software,Partner,13009,5141,13303,4.1,0
2025-11-08,LATAM,Enterprise Software,Direct,342553,116153,324447,4.5,11
2025-01-08,EMEA,Hardware,Direct,158725,91012,168314,3.7,5
2024-12-01,EMEA,Consulting,Partner,144201,83071,123775,4.4,7
2025-05-19,EMEA,Consulting,Online,128843,56633,116267,3.9,2
2025-11-01,North America,Cloud Services,Partner,17452,6298,17854,4.3,14
2024-10-06,North America,Cloud Services,Partner,152157,65081,144897,4.9,4
2024-11-27,EMEA,Consulting,Partner,89267,37371,99986,4.7,14
2024-06-12,LATAM,Cloud Services,Partner,214994,131504,200285,3.8,6
2025-03-27,North America,Consulting,Online,343261,208403,366820,4.0,6
2025-08-21,EMEA,Enterprise Software,Online,226621,78121,223947,4.2,11
2024-04-18,APAC,Consulting,Online,256375,101538,227011,3.5,15
2024-10-13,APAC,Enterprise Software,Online,113533,66118,124271,4.8,5
2025-12-24,APAC,Enterprise Software,Direct,70708,25901,68248,4.5,5
2025-05-22,APAC,Enterprise Software,Online,297360,167888,259985,4.7,3
2025-07-19,LATAM,Hardware,Direct,24389,14590,27252,4.2,9
2024-02-27,North America,Hardware,Direct,104913,38412,107818,4.5,12
2025-11-03,APAC,Consulting,Online,496084,289778,506895,3.9,10
2025-11-09,LATAM,Hardware,Partner,247330,144007,268131,4.5,5
2025-03-16,EMEA,Consulting,Online,184004,103249,163333,4.9,10
2025-09-18,EMEA,Hardware,Online,66396,27250,73017,5.0,3
2024-07-25,APAC,Hardware,Partner,348585,129666,300645,4.2,9
2025-03-23,EMEA,Cloud Services,Partner,493241,178071,505541,4.6,2
2025-01-10,APAC,Hardware,Online,463955,188305,501597,4.0,8
2025-07-16,North America,Enterprise Software,Partner,390724,131583,446423,4.7,7
2025-07-19,North America,Consulting,Partner,301075,102608,316981,4.0,10
2024-12-13,EMEA,Enterprise Software,Online,516321,231353,492408,4.7,11
2025-06-24,APAC,Enterprise Software,Partner,258141,104952,296687,4.2,2
2025-02-17,LATAM,Enterprise Software,Direct,155486,56133,151512,4.1,13
2025-07-12,North America,Consulting,Partner,182275,109285,199430,4.9,9
2024-10-04,North America,Cloud Services,Direct,289720,137551,298568,4.4,9
2025-11-03,North America,Consulting,Direct,371659,219492,385035,4.5,1
2024-09-16,North America,Hardware,Partner,383192,172783,365428,4.7,12
2025-09-26,APAC,Hardware,Partner,202888,111664,225942,4.3,1
2024-07-05,APAC,Consulting,Direct,220448,72776,237321,4.4,6
2025-10-05,EMEA,Cloud Services,Partner,148442,55428,161065,3.9,11
2025-03-30,North America,Enterprise Software,Online,59593,19470,53821,4.6,9
2025-12-12,LATAM,Cloud Services,Online,259108,110848,292994,4.5,1
2024-02-02,EMEA,Enterprise Software,Partner,564744,329901,618008,3.9,5
2025-12-02,North America,Hardware,Partner,195920,97512,169739,4.4,6
2025-11-13,EMEA,Consulting,Partner,113844,69159,124789,4.7,11
2025-12-22,LATAM,Enterprise Software,Partner,531278,237796,583226,4.4,7
2024-01-25,APAC,Enterprise Software,Direct,347462,115571,351747,4.4,10
2024-08-07,APAC,Hardware,Direct,329752,185501,286183,4.4,9
2025-07-07,North America,Consulting,Online,388185,163054,339286,4.2,10
2025-01-21,APAC,Cloud Services,Direct,484062,284945,469219,4.3,2
2024-05-26,APAC,Consulting,Online,315273,146182,268675,3.5,3
2024-05-15,APAC,Consulting,Direct,332754,189485,308606,3.7,15
2024-11-22,APAC,Hardware,Partner,325617,112393,328049,4.2,8
2024-09-22,APAC,Consulting,Partner,245207,117338,277348,5.0,7
2025-11-30,EMEA,Cloud Services,Partner,264371,109127,282516,3.6,10
2024-07-08,North America,Hardware,Partner,60971,24405,54932,3.6,1
2024-02-25,APAC,Consulting,Online,458648,191764,469603,3.5,7
2024-09-05,EMEA,Consulting,Online,135849,46331,120148,4.2,15
2025-12-09,North America,Consulting,Partner,514369,290960,527901,3.7,14
2024-06-23,APAC,Consulting,Online,180956,74857,188961,4.8,1
2024-11-04,EMEA,Cloud Services,Partner,252037,124556,245207,5.0,7
2025-10-24,LATAM,Cloud Services,Online,380513,153247,371381,4.4,11
2025-06-23,APAC,Consulting,Direct,324493,101514,362472,4.5,0
2024-06-16,LATAM,Cloud Services,Direct,353677,156125,306904,4.4,6
2025-02-22,LATAM,Enterprise Software,Partner,406103,163638,414849,4.2,11
2024-03-25,North America,Enterprise Software,Direct,40341,21023,43135,4.6,6
2024-12-17,EMEA,Enterprise Software,Online,16474,6642,14985,4.0,0
2025-04-10,LATAM,Hardware,Online,235959,117401,255794,4.3,2
2025-10-07,APAC,Enterprise Software,Direct,44924,16942,48091,4.4,8
2025-08-11,North America,Hardware,Direct,415237,244874,439405,3.8,4
2024-02-27,EMEA,Enterprise Software,Partner,250970,146216,237318,3.7,5
2025-05-17,North America,Hardware,Direct,497063,206925,504598,4.1,2
2024-02-04,EMEA,Enterprise Software,Direct,454844,205982,508150,4.4,13
2025-12-23,North America,Consulting,Partner,411957,183058,372506,3.9,8
2025-03-14,EMEA,Cloud Services,Direct,353932,169905,366187,3.6,4
2025-07-04,APAC,Cloud Services,Partner,57645,31808,53897,4.1,8
2024-11-24,APAC,Hardware,Online,338871,177351,317881,3.9,8
2024-05-22,APAC,Enterprise Software,Direct,106502,46714,111710,4.5,4
2025-06-08,LATAM,Cloud Services,Direct,287833,154806,320624,3.6,12
2024-12-31,LATAM,Enterprise Software,Partner,465566,257832,415023,4.8,10
2025-01-10,North America,Consulting,Direct,236377,93271,254814,4.0,11
2025-07-25,APAC,Hardware,Online,468580,232517,450860,4.8,6
2024-03-29,APAC,Cloud Services,Online,448480,189477,479332,4.4,12
2024-04-15,APAC,Cloud Services,Online,250313,119088,261218,4.6,2
2025-12-26,APAC,Consulting,Online,484930,170475,530330,4.7,14
2024-01-15,North America,Consulting,Online,255282,145268,267360,4.5,6
2025-06-25,APAC,Enterprise Software,Direct,224159,122788,245166,3.6,14
2025-08-14,LATAM,Hardware,Partner,117792,41243,130913,4.7,14
2025-07-01,North America,Cloud Services,Partner,344038,139417,326658,4.3,5
2024-05-31,APAC,Cloud Services,Online,353154,188012,385191,4.8,13
2024-03-18,APAC,Cloud Services,Direct,162117,88080,183690,4.8,7
2024-04-21,LATAM,Cloud Services,Online,105558,33781,108656,3.6,8
2025-12-08,APAC,Hardware,Online,193542,117656,206168,4.2,12
2024-08-17,APAC,Consulting,Online,292152,107823,296438,3.8,10
2025-04-28,North America,Enterprise Software,Online,288910,133398,317400,4.7,0
2025-01-06,APAC,Cloud Services,Online,477059,202605,505256,4.0,13
2024-01-24,LATAM,Hardware,Partner,281409,96828,243182,4.9,5
2024-09-27,EMEA,Consulting,Online,230935,79299,216959,4.7,13
2024-12-17,North America,Consulting,Partner,92931,49582,80557,3.9,0
2024-11-29,North America,Enterprise Software,Partner,445281,209826,382932,3.7,5
2025-07-03,EMEA,Consulting,Online,417861,170928,429815,4.1,4
2025-08-19,North America,Enterprise Software,Partner,155698,56350,162645,4.1,4
2024-09-29,LATAM,Cloud Services,Online,178065,80509,168495,4.4,3
2024-11-20,North America,Consulting,Online,204152,111615,199172,3.8,4
2024-09-21,APAC,Consulting,Partner,41551,16093,37410,3.7,5
2025-08-31,EMEA,Hardware,Direct,137870,71925,127206,3.6,7
2024-02-28,LATAM,Enterprise Software,Partner,43896,26395,50405,3.8,6
2025-08-21,EMEA,Cloud Services,Direct,384796,195332,378352,4.5,5
2025-03-01,North America,Hardware,Partner,305830,185647,331340,4.2,5
2024-03-11,LATAM,Cloud Services,Partner,230934,122433,250505,4.8,7
2024-02-21,EMEA,Hardware,Direct,324260,199064,314870,3.9,8
2025-11-21,EMEA,Consulting,Online,480949,258582,442506,3.6,5
2024-03-23,EMEA,Hardware,Direct,445126,228322,495323,4.9,13
2025-02-16,APAC,Enterprise Software,Partner,487793,153156,423437,3.9,0
2024-09-29,EMEA,Cloud Services,Online,449256,259333,467438,3.7,7
2025-04-26,APAC,Cloud Services,Direct,74384,25781,65874,3.8,3
2024-08-06,North America,Enterprise Software,Online,272204,164964,273166,4.7,5
2025-08-08,LATAM,Hardware,Direct,202376,71548,184114,3.9,10
2024-06-10,EMEA,Enterprise Software,Partner,88863,34987,80712,4.2,2
2025-10-13,EMEA,Cloud Services,Direct,124003,57523,108655,4.1,14
2024-02-14,North America,Hardware,Online,277673,93660,315461,4.0,12
2025-07-01,North America,Hardware,Online,120776,68315,130323,3.7,4
2025-08-21,EMEA,Hardware,Partner,50860,22349,52893,4.2,14
2025-11-11,APAC,Hardware,Online,66633,28054,75110,4.7,15
2025-07-26,EMEA,Consulting,Partner,13174,5784,14416,4.1,9
2024-07-27,North America,Cloud Services,Online,252878,136056,263710,4.4,14
2025-07-06,LATAM,Hardware,Partner,108970,61107,107957,4.7,11
2024-05-09,APAC,Consulting,Partner,82902,43201,87474,3.5,12
2025-03-22,EMEA,Enterprise Software,Online,339801,189527,328262,3.6,15
2025-02-27,EMEA,Consulting,Direct,172448,105915,171613,3.7,8
2025-10-10,LATAM,Enterprise Software,Direct,325508,101639,296778,4.6,1
2025-10-22,EMEA,Hardware,Direct,173991,94192,156569,4.9,0
2024-03-22,North America,Enterprise Software,Partner,259264,135427,294425,4.6,12
2025-07-12,APAC,Consulting,Direct,349148,166976,319461,4.8,14
2025-06-21,North America,Cloud Services,Partner,148925,64741,163641,3.8,11
2024-09-29,LATAM,Enterprise Software,Direct,259527,106527,282596,4.7,14
2025-12-12,LATAM,Consulting,Direct,350674,178925,355365,3.6,6
2024-05-08,North America,Enterprise Software,Partner,39813,20454,40809,4.2,15
2024-05-13,LATAM,Consulting,Online,447480,206866,407752,3.9,13
2025-06-21,North America,Enterprise Software,Online,209618,93613,203063,4.4,3
2025-09-11,EMEA,Enterprise Software,Partner,117051,64418,115180,3.7,13
2025-07-31,EMEA,Enterprise Software,Online,199518,69486,202550,3.7,0
2025-11-29,EMEA,Hardware,Online,222235,74976,227139,4.0,15
2025-05-23,EMEA,Cloud Services,Direct,261071,131487,285800,4.4,1
2024-02-20,LATAM,Hardware,Online,175637,60613,153935,4.7,3
2025-03-18,North America,Hardware,Online,219087,121450,232666,4.3,2
2024-09-27,APAC,Enterprise Software,Partner,336160,203561,318215,4.3,9
2025-09-09,LATAM,Enterprise Software,Online,296198,123556,268906,3.6,13
2025-06-29,North America,Cloud Services,Partner,274080,99335,299698,4.2,0
2025-05-30,EMEA,Enterprise Software,Partner,434041,141086,463681,4.9,8
2024-03-21,EMEA,Cloud Services,Partner,39063,16913,40263,4.2,10
2025-06-03,EMEA,Hardware,Direct,469491,248246,508142,4.1,3
2024-09-09,EMEA,Consulting,Partner,335361,190131,292071,4.8,4
2024-05-14,North America,Enterprise Software,Partner,318645,190863,316233,4.0,5
2025-01-09,EMEA,Cloud Services,Partner,355744,165241,311496,5.0,5
2024-09-04,EMEA,Enterprise Software,Direct,171149,80654,149322,3.7,0
2024-12-17,LATAM,Consulting,Partner,73778,34419,79726,3.6,9
2024-01-25,APAC,Hardware,Partner,376648,180231,363414,4.6,3
2025-03-30,LATAM,Enterprise Software,Direct,163857,93698,158610,4.4,1
2025-03-10,EMEA,Enterprise Software,Partner,440481,188893,491331,3.8,7
2024-12-08,LATAM,Enterprise Software,Online,149857,67227,150604,3.9,9
2025-08-23,LATAM,Cloud Services,Online,367092,176716,395480,3.9,13
